,A0,A1,A2,label
27789,-0.09,-2.33,0.21,0
27790,0.68,-2.44,0.31,0
27791,0.86,-0.83,0.26,0
27792,0.38,0.41,0.1,0
27793,-1.42,0.68,0.15,0
27794,-1.42,0.19,0.0,0
27795,-1.1,-2.0,-0.43,0
27796,-0.94,-1.69,-0.62,0
27797,-0.98,-1.0,-0.78,0
27798,-1.47,-0.57,-0.67,0
27799,-1.89,-0.67,-0.09,0
27800,-0.56,-1.34,0.4,0
27801,0.43,-3.15,0.32,0
27802,0.94,-1.67,0.11,0
27803,0.7,-0.04,0.06,0
27804,-0.3,0.62,0.03,0
27805,-1.52,0.6,-0.05,0
27806,-1.12,-0.54,-0.29,0
27807,-0.97,-2.48,-0.48,0
27808,-0.89,-1.54,-0.74,0
27809,-0.98,-0.76,-0.69,0
27810,0.24,0.59,-0.76,0
27811,0.54,0.58,-0.59,0
27812,0.61,0.5,-0.47,0
27813,0.58,0.44,-0.27,0
27814,0.68,0.5,-0.48,0
27815,0.57,0.75,-0.8,0
27816,0.22,0.45,-1.1,0
27817,-0.34,0.54,-0.85,0
27818,-0.21,0.63,-0.59,0
27819,0.96,0.62,-0.4,0
27820,1.85,0.48,-0.37,0
27821,1.36,0.33,-0.54,0
27822,0.48,0.65,-0.83,0
27823,-0.73,0.56,-1.07,0
27824,-0.82,0.51,-0.85,0
27825,-0.2,0.65,-0.52,0
27826,1.73,0.57,-0.35,0
27827,2.0,0.36,-0.23,0
27828,1.07,0.27,-0.52,0
27829,0.24,0.61,-0.86,0
27830,-0.8,0.63,-0.99,0
27831,-0.77,0.53,-0.73,0
27832,-0.11,0.64,-0.52,0
27833,1.78,0.78,-0.36,0
27834,1.92,0.51,-0.29,0
27835,0.97,0.33,-0.55,0
27836,0.02,0.46,-0.87,0
27837,-0.75,0.68,-1.0,0
27838,-0.62,0.53,-0.81,0
27839,0.13,0.5,-0.6,0
27840,1.93,0.67,-0.26,0
27841,1.65,0.57,-0.19,0
27842,0.91,0.39,-0.47,0
27843,0.18,0.35,-0.87,0
27844,-0.73,0.75,-1.17,0
27845,-0.68,0.53,-0.88,0
27846,-0.02,0.48,-0.63,0
27847,1.61,0.65,-0.59,0
27848,1.66,0.7,-0.21,0
27849,0.95,0.52,-0.17,0
27850,0.23,0.32,-0.64,0
27851,-0.67,0.53,-1.05,0
27852,-0.65,0.76,-1.07,0
27853,-0.02,0.56,-0.67,0
27854,1.94,0.55,-0.57,0
27855,1.81,0.62,-0.39,0
27856,0.93,0.44,-0.12,0
27857,0.02,0.41,-0.45,0
27858,-0.93,0.63,-0.92,0
27859,-0.71,0.75,-1.27,0
27860,0.18,0.58,-0.81,0
27861,2.17,0.55,-0.58,0
27862,1.62,0.68,-0.47,0
27863,0.69,0.58,-0.18,0
27864,-0.14,0.36,-0.37,0
27865,-0.9,0.35,-0.81,0
27866,-0.66,0.82,-1.17,0
27867,0.2,0.59,-0.84,0
27868,2.19,0.44,-0.55,0
27869,1.79,0.61,-0.53,0
27870,0.85,0.67,-0.31,0
27871,0.07,0.55,-0.28,0
27872,-0.94,0.4,-0.66,0
27873,-0.94,0.52,-1.02,0
27874,-0.38,0.77,-1.05,0
27875,1.12,0.47,-0.72,0
27876,2.41,0.47,-0.64,0
27877,1.5,0.64,-0.31,0
27878,0.57,0.66,-0.14,0
27879,-0.51,0.55,-0.51,0
27880,-1.08,0.43,-0.85,0
27881,-0.79,0.48,-1.07,0
27882,0.18,0.78,-0.88,0
27883,2.29,0.46,-0.54,0
27884,1.85,0.44,-0.62,0
27885,0.91,0.58,-0.4,0
27886,-0.16,0.7,-0.27,0
27887,-1.02,0.62,-0.62,0
27888,-0.83,0.44,-0.93,0
27889,-0.08,0.5,-0.76,0
27890,1.86,0.62,-0.62,0
27891,1.95,0.54,-0.59,0
27892,1.1,0.55,-0.14,0
27893,0.1,0.66,-0.29,0
27894,-0.94,0.74,-0.71,0
27895,-0.91,0.6,-1.02,0
27896,-0.34,0.53,-1.11,0
27897,1.05,0.74,-0.7,0
27898,2.04,0.42,-0.59,0
27899,1.38,0.43,-0.44,0
27900,0.58,0.65,-0.14,0
27901,-0.49,0.75,-0.4,0
27902,-1.01,0.59,-0.77,0
27903,-0.65,0.46,-1.09,0
27904,0.36,0.63,-1.0,0
27905,2.1,0.58,-0.67,0
27906,1.61,0.45,-0.6,0
27907,0.85,0.56,-0.35,0
27908,0.08,0.65,-0.16,0
27909,-0.91,0.57,-0.5,0
27910,-0.91,0.41,-0.87,0
27911,-0.38,0.42,-1.15,0
27912,1.16,0.75,-0.94,0
27913,2.07,0.53,-0.64,0
27914,1.28,0.55,-0.57,0
27915,0.47,0.64,-0.3,0
27916,-0.26,0.69,-0.2,0
27917,-0.75,0.54,-0.57,0
27918,-0.12,0.53,-0.93,0
27919,1.52,0.73,-0.99,0
27920,1.92,0.44,-0.79,0
27921,1.27,0.4,-0.67,0
27922,0.48,0.61,-0.38,0
27923,-0.39,0.79,-0.21,0
27924,-0.95,0.69,-0.35,0
27925,-0.65,0.62,-0.66,0
27926,0.16,0.55,-0.99,0
27927,2.07,0.64,-0.95,0
27928,1.76,0.46,-0.75,0
27929,1.0,0.5,-0.58,0
27930,0.29,0.62,-0.32,0
27931,-0.81,0.7,-0.2,0
27932,-0.92,0.56,-0.49,0
27933,-0.41,0.5,-0.87,0
27934,0.77,0.73,-1.02,0
27935,2.12,0.58,-0.82,0
27936,1.46,0.42,-0.64,0
27937,0.73,0.55,-0.49,0
27938,0.08,0.78,-0.27,0
27939,-0.89,0.73,-0.33,0
27940,-0.83,0.52,-0.7,0
27941,-0.32,0.65,-1.09,0
27942,1.09,0.62,-0.98,0
27943,2.12,0.47,-0.64,0
27944,1.39,0.53,-0.59,0
27945,0.61,0.66,-0.3,0
27946,-0.22,0.66,-0.25,0
27947,-0.82,0.52,-0.58,0
27948,-0.66,0.61,-0.81,0
27949,-0.02,0.71,-0.95,0
27950,1.65,0.55,-0.76,0
27951,1.9,0.64,-0.63,0
27952,1.12,0.68,-0.41,0
27953,0.35,0.67,-0.29,0
27954,-0.56,0.6,-0.5,0
27955,-0.87,0.53,-0.8,0
27956,-0.41,0.61,-0.94,0
27957,0.56,0.63,-0.71,0
27958,2.15,0.5,-0.62,0
27959,1.5,0.55,-0.67,0
27960,0.69,0.65,-0.35,0
27961,-0.02,0.72,-0.23,0
27962,-0.82,0.58,-0.57,0
27963,-0.7,0.56,-0.97,0
27964,-0.07,0.55,-1.07,0
27965,1.64,0.44,-0.66,0
27966,1.85,0.46,-0.56,0
27967,1.05,0.65,-0.38,0
27968,0.32,0.94,-0.14,0
27969,-0.65,0.93,-0.46,0
27970,-0.81,0.67,-0.86,0
27971,-0.36,0.61,-1.05,0
27972,0.7,0.55,-0.75,0
27973,1.98,0.41,-0.6,0
27974,1.45,0.56,-0.45,0
27975,0.68,0.63,-0.24,0
27976,-0.03,0.58,-0.35,0
27977,-0.95,0.45,-0.73,0
27978,-0.66,0.55,-1.01,0
27979,0.16,0.73,-1.07,0
27980,1.9,0.45,-0.7,0
27981,1.66,0.46,-0.44,0
27982,0.96,0.67,-0.33,0
27983,0.23,0.65,-0.25,0
27984,-0.84,0.58,-0.6,0
27985,-0.81,0.6,-0.86,0
27986,-0.21,0.67,-1.02,0
27987,0.95,0.66,-0.86,0
27988,1.87,0.45,-0.55,0
27989,1.31,0.55,-0.49,0
27990,0.63,0.58,-0.28,0
27991,-0.21,0.71,-0.3,0
27992,-0.92,0.62,-0.62,0
27993,-0.6,0.53,-0.9,0
27994,0.27,0.75,-1.02,0
27995,1.84,0.48,-0.76,0
27996,1.57,0.4,-0.62,0
27997,0.93,0.66,-0.25,0
27998,0.16,0.74,-0.24,0
27999,-1.02,0.69,-0.45,0
28000,-0.8,0.5,-0.69,0
28001,-0.06,0.5,-0.99,0
28002,1.49,0.73,-1.1,0
28003,1.74,0.48,-0.77,0
28004,1.12,0.45,-0.38,0
28005,0.39,0.7,-0.25,0
28006,-0.48,0.78,-0.35,0
28007,-0.94,0.6,-0.61,0
28008,-0.46,0.49,-0.89,0
28009,0.82,0.63,-0.97,0
28010,1.83,0.56,-0.65,0
28011,1.31,0.48,-0.65,0
28012,0.75,0.58,-0.4,0
28013,0.12,0.73,-0.19,0
28014,-0.88,0.67,-0.52,0
28015,-0.85,0.48,-0.79,0
28016,0.34,1.01,0.52,0
28017,-0.53,0.81,0.33,0
28018,-0.73,-1.42,0.28,0
28019,-0.54,-2.39,0.22,0
28020,-0.42,-1.58,0.95,0
28021,0.45,-0.66,0.33,0
28022,0.85,-0.4,0.06,0
28023,0.86,-0.86,-0.23,0
28024,0.74,-2.58,-0.24,0
28025,0.99,-2.92,-0.19,0
28026,2.43,-1.24,0.28,0
28027,1.66,0.17,0.49,0
28028,0.44,1.02,0.55,0
28029,-0.43,0.8,0.35,0
28030,-0.72,-2.0,0.26,0
28031,-0.58,-2.56,0.23,0
28032,-0.32,-1.54,0.91,0
28033,0.51,-0.57,0.12,0
28034,1.06,-0.29,0.29,0
28035,0.91,-0.65,0.0,0
28036,0.85,-2.16,-0.13,0
28037,1.05,-3.07,-0.22,0
28038,2.32,-1.39,0.12,0
28039,2.08,0.14,0.19,0
28040,0.63,0.91,0.25,0
28041,-0.46,0.53,0.37,0
28042,-0.71,-1.52,0.35,0
28043,-0.55,-2.55,0.44,0
28044,-0.32,-1.67,0.22,0
28045,0.42,-0.69,0.12,0
28046,0.84,-0.18,-0.21,0
28047,0.79,-0.35,-0.11,0
28048,0.55,-2.12,-0.13,0
28049,0.56,-3.39,-0.19,0
28050,1.58,-1.62,0.13,0
28051,2.23,0.43,0.5,0
28052,0.94,0.92,0.57,0
28053,-0.15,0.34,0.38,0
28054,-0.74,-1.7,0.22,0
28055,-0.73,-2.38,0.15,0
28056,-0.52,-1.7,0.72,0
28057,0.21,-0.68,0.96,0
28058,0.95,-0.25,0.57,0
28059,0.82,-0.46,0.12,0
28060,0.6,-1.74,-0.15,0
28061,0.66,-2.84,-0.15,0
28062,1.82,-2.05,0.13,0
28063,2.25,-0.62,0.44,0
28064,0.87,0.57,0.36,0
28065,-0.38,0.85,0.23,0
28066,-0.86,-0.28,0.28,0
28067,-0.58,-2.44,0.25,0
28068,-0.39,-1.91,0.52,0
28069,0.73,-1.04,0.62,0
28070,1.1,-0.53,0.4,0
28071,0.87,-0.55,-0.01,0
28072,0.85,-1.52,-0.24,0
28073,0.92,-2.93,-0.2,0
28074,1.64,-2.12,0.21,0
28075,1.92,-0.43,0.58,0
28076,0.65,0.81,0.61,0
28077,-0.28,0.94,0.27,0
28078,-0.66,-0.38,0.13,0
28079,-0.56,-2.47,0.12,0
28080,-0.42,-1.96,0.5,0
28081,0.47,-0.98,0.8,0
28082,0.99,-0.43,0.39,0
28083,0.82,-0.36,0.0,0
28084,0.72,-1.45,-0.24,0
28085,0.72,-3.27,-0.2,0
28086,1.55,-2.0,0.16,0
28087,2.04,-0.44,0.65,0
28088,0.8,0.67,0.74,0
28089,-0.25,0.63,0.36,0
28090,-0.75,-0.68,0.19,0
28091,-0.59,-2.64,0.1,0
28092,-0.47,-1.97,0.44,0
28093,0.18,-0.95,1.02,0
28094,0.87,-0.33,0.62,0
28095,0.84,-0.23,0.17,0
28096,0.75,-1.39,-0.11,0
28097,0.75,-3.32,-0.19,0
28098,1.45,-2.07,0.18,0
28099,2.35,-0.52,1.52,0
28100,0.96,0.65,1.27,0
28101,-0.17,0.84,0.73,0
28102,-0.72,-0.27,0.29,0
28103,-0.76,-2.52,0.19,0
28104,-0.61,-2.02,0.17,0
28105,0.48,-1.02,0.98,0
28106,1.14,-0.4,0.52,0
28107,0.82,-0.25,0.15,0
28108,0.62,-1.4,-0.02,0
28109,0.53,-3.06,-0.17,0
28110,1.05,-2.02,-0.11,0
28111,2.63,-0.65,0.51,0
28112,1.53,0.61,0.75,0
28113,0.26,0.78,0.53,0
28114,-0.59,0.03,0.38,0
28115,-0.64,-2.34,0.32,0
28116,-0.4,-2.01,0.27,0
28117,-0.13,-1.01,0.75,0
28118,0.74,-0.41,0.68,0
28119,0.87,-0.42,0.28,0
28120,0.64,-0.78,0.02,0
28121,0.49,-2.49,-0.21,0
28122,0.81,-2.26,-0.22,0
28123,2.05,-0.65,0.15,0
28124,1.92,0.6,0.65,0
28125,0.64,0.98,0.76,0
28126,-0.4,0.52,0.35,0
28127,-0.76,-1.97,0.19,0
28128,-0.52,-2.28,0.08,0
28129,-0.28,-1.3,0.68,0
28130,0.51,-0.62,0.6,0
28131,1.09,-0.42,0.36,0
28132,0.86,-0.59,0.01,0
28133,0.78,-2.28,-0.25,0
28134,0.82,-2.86,-0.3,0
28135,1.73,-1.4,0.0,0
28136,2.38,-0.05,0.6,0
28137,0.9,0.79,0.51,0
28138,-0.23,0.73,0.15,0
28139,-0.76,-0.73,0.35,0
28140,-0.63,-2.56,0.3,0
28141,-0.48,-1.98,0.81,0
28142,0.62,-0.95,0.95,0
28143,1.11,-0.44,0.4,0
28144,0.86,-0.41,0.04,0
28145,0.86,-1.58,-0.23,0
28146,0.98,-3.22,-0.32,0
28147,1.78,-1.96,-0.05,0
28148,2.0,-0.23,0.18,0
28149,0.73,0.92,0.27,0
28150,-0.26,0.8,0.32,0
28151,-0.71,-0.46,0.33,0
28152,-0.52,-2.4,0.35,0
28153,-0.35,-1.82,0.31,0
28154,0.47,-0.92,0.7,0
28155,0.95,-0.43,0.27,0
28156,0.67,-0.36,-0.03,0
28157,0.56,-1.26,-0.24,0
28158,0.54,-3.36,-0.2,0
28159,1.22,-2.08,0.07,0
28160,2.46,-0.4,0.59,0
28161,1.34,0.67,0.58,0
28162,0.14,0.6,0.37,0
28163,-0.66,-0.38,0.15,0
28164,-0.65,-2.76,0.15,0
28165,-0.43,-2.09,0.16,0
28166,0.27,-0.9,0.97,0
28167,0.92,-0.18,0.58,0
28168,0.76,-0.37,0.14,0
28169,0.57,-1.39,-0.18,0
28170,0.52,-3.0,-0.32,0
28171,1.11,-2.01,-0.03,0
28172,2.48,-0.56,0.55,0
28173,1.34,0.46,0.81,0
28174,0.08,0.71,0.54,0
28175,-0.7,0.18,0.29,0
28176,-0.76,-2.18,0.2,0
28177,-0.45,-2.15,0.16,0
28178,0.17,-1.13,0.92,0
28179,0.88,-0.55,0.6,0
28180,1.01,-0.34,0.23,0
28181,0.77,-0.94,-0.19,0
28182,0.61,-2.77,-0.43,0
28183,0.86,-2.29,-0.41,0
28184,2.26,-0.82,0.02,0
28185,1.74,0.27,0.88,0
28186,0.65,0.7,0.58,0
28187,-0.23,0.46,0.25,0
28188,-0.6,-1.98,0.13,0
28189,-0.52,-2.13,0.14,0
28190,-0.38,-1.21,0.4,0
28191,0.81,-0.61,0.78,0
28192,1.29,-0.5,0.46,0
28193,0.93,-1.0,0.13,0
28194,0.58,-2.46,-0.15,0
28195,0.65,-2.58,-0.27,0
28196,1.53,-1.11,-0.16,0
28197,2.45,0.21,0.4,0
28198,1.07,0.8,0.61,0
28199,-0.04,0.55,0.43,0
28200,-0.58,-1.25,0.18,0
28201,-0.46,-2.4,0.01,0
28202,-0.23,-1.8,0.08,0
28203,0.49,-0.88,0.79,0
28204,0.98,-0.38,0.65,0
28205,0.64,-0.34,0.29,0
28206,0.5,-1.38,0.05,0
28207,0.34,-3.1,-0.21,0
28208,0.85,-1.95,-0.38,0
28209,2.14,-0.26,0.02,0
28210,1.91,0.61,1.07,0
28211,0.57,0.69,0.81,0
28212,-0.26,0.26,0.5,0
28213,-0.57,-2.19,0.31,0
28214,-0.48,-1.96,0.11,0
28215,-0.24,-1.14,-0.12,0
28216,1.02,-0.61,0.03,0
28217,1.07,-0.38,-0.35,0
28218,0.69,-0.79,-0.43,0
28219,0.42,-2.3,-0.34,0
28220,0.2,-2.17,-0.13,0
28221,0.12,-1.27,-0.26,0
28222,0.38,-0.29,-0.63,1
28223,0.39,0.89,-0.53,1
28224,0.38,-1.02,-0.56,1
28225,0.36,-2.24,-0.54,1
28226,0.37,-0.26,-0.56,1
28227,0.41,0.94,-0.63,1
28228,0.44,-0.91,-0.67,1
28229,0.5,-2.24,-0.69,1
28230,0.52,-0.24,-0.62,1
28231,0.48,0.83,-0.51,1
28232,0.41,-1.42,-0.54,1
28233,0.36,-1.52,-0.59,1
28234,0.33,0.38,-0.67,1
28235,0.32,0.18,-0.56,1
28236,0.32,-2.2,-0.51,1
28237,0.3,-0.94,-0.35,1
28238,0.3,0.89,-0.4,1
28239,0.31,-0.87,-0.59,1
28240,0.32,-2.24,-0.66,1
28241,0.32,-0.58,-0.54,1
28242,0.32,0.89,-0.53,1
28243,0.32,-0.83,-0.55,1
28244,0.32,-2.19,-0.41,1
28245,0.33,-0.47,-0.03,1
28246,0.33,0.92,0.09,1
28247,0.34,-0.62,-0.11,1
28248,0.33,-2.21,-0.19,1
28249,0.33,-0.67,0.24,1
28250,0.34,1.05,0.22,1
28251,0.34,-1.13,0.23,1
28252,0.34,-2.21,0.18,1
28253,0.33,-0.29,0.07,1
28254,0.34,0.95,0.07,1
28255,0.36,-0.9,0.06,1
28256,0.35,-2.11,0.0,1
28257,0.33,-0.3,0.06,1
28258,0.32,0.88,0.2,1
28259,0.32,-0.72,0.13,1
28260,0.3,-1.96,0.14,1
28261,0.31,-0.17,0.15,1
28262,0.34,0.91,0.15,1
28263,0.37,-0.89,0.06,1
28264,0.38,-1.95,-0.02,1
28265,0.38,-0.03,0.06,1
28266,0.39,0.84,0.08,1
28267,0.38,-0.68,0.09,1
28268,0.39,-1.82,0.57,1
28269,0.4,0.1,0.49,1
28270,0.41,0.98,-0.07,1
28271,0.42,-1.09,0.08,1
28272,0.43,-1.39,-0.03,1
28273,0.42,0.31,-0.11,1
28274,0.41,0.42,-0.15,1
28275,0.39,-1.57,-0.26,1
28276,0.39,-1.35,-0.23,1
28277,0.42,0.33,-0.15,1
28278,0.44,0.29,-0.06,1
28279,0.46,-2.04,0.02,1
28280,0.42,-0.96,-0.12,1
28281,0.41,0.62,-0.15,1
28282,0.4,-0.4,0.01,1
28283,0.4,-2.24,0.14,1
28284,0.41,-1.04,0.31,1
28285,0.43,0.39,0.35,1
28286,0.42,0.35,0.19,1
28287,0.41,-1.67,0.07,1
28288,0.4,-1.32,-0.19,1
28289,0.4,0.31,-0.27,1
28290,0.41,-0.18,-0.32,1
28291,0.41,-2.0,-0.35,1
28292,0.41,-0.84,-0.29,1
28293,0.41,0.49,-0.25,1
28294,0.43,-0.77,-0.27,1
28295,0.45,-2.19,-0.21,1
28296,0.48,-0.61,0.07,1
28297,0.49,0.89,0.07,1
28298,0.49,-0.45,0.07,1
28299,0.49,-1.98,0.03,1
28300,0.5,-0.29,-0.02,1
28301,0.51,0.65,0.12,1
28302,0.52,-0.82,0.08,1
28303,0.5,-2.08,-0.24,1
28304,0.45,-0.19,-0.35,1
28305,0.41,0.68,-0.24,1
28306,0.39,-0.75,-0.25,1
28307,0.39,-1.66,-0.25,1
28308,0.38,-0.02,-0.23,1
28309,0.36,0.66,-0.16,1
28310,0.32,-1.53,-0.04,1
28311,0.3,-1.59,-0.01,1
28312,0.29,0.35,-0.16,1
28313,0.28,0.24,-0.23,1
28314,0.28,-2.0,-0.24,1
28315,0.32,-1.0,-0.33,1
28316,0.37,0.36,-0.38,1
28317,0.37,-0.43,-0.16,1
28318,0.4,-2.36,-0.07,1
28319,0.33,-0.91,-0.02,1
28320,0.3,0.51,0.05,1
28321,0.28,-0.44,0.07,1
28322,0.26,-2.29,-0.13,1
28323,0.27,-0.72,-0.26,1
28324,0.3,0.44,-0.26,1
28325,0.28,-0.85,-0.24,1
28326,0.27,-2.27,-0.24,1
28327,0.3,-0.62,-0.25,1
28328,0.31,0.52,-0.31,1
28329,0.32,-1.17,-0.32,1
28330,0.33,-2.21,-0.48,1
28331,0.31,-0.69,-0.51,1
28332,0.33,0.9,-0.52,1
28333,0.34,-0.89,-0.29,1
28334,0.29,-2.05,-0.34,1
28335,0.27,-0.66,-0.39,1
28336,0.28,0.37,-0.34,1
28337,0.28,-0.74,-0.15,1
28338,0.29,-2.39,-0.01,1
28339,0.27,-0.79,-0.01,1
28340,0.29,0.54,-0.14,1
28341,0.31,-0.49,-0.29,1
28342,0.32,-2.32,-0.4,1
28343,0.31,-0.94,-0.35,1
28344,0.32,0.38,-0.42,1
28345,0.31,-0.37,-0.48,1
28346,0.32,-2.15,-0.44,1
28347,0.34,-1.13,-0.53,1
28348,0.36,0.45,-0.62,1
28349,0.37,0.53,-0.62,1
28350,0.39,-1.77,-0.58,1
28351,0.38,-1.5,-0.6,1
28352,0.41,0.52,-0.66,1
28353,0.37,0.7,-0.67,1
28354,0.33,-1.44,-0.67,1
28355,0.3,-1.64,-0.65,1
28356,0.3,0.29,-0.64,1
28357,0.29,0.7,-0.64,1
28358,0.28,-0.63,-0.64,1
28359,0.26,-2.1,-0.64,1
28360,0.28,-0.03,-0.63,1
28361,0.27,0.52,-0.62,1
28362,0.27,-0.89,-0.63,1
28363,0.27,-2.04,-0.64,1
28364,0.27,0.07,-0.64,1
28365,0.25,0.81,-0.63,1
28366,0.26,-0.98,-0.62,1
28367,0.27,-1.79,-0.66,1
28368,0.26,0.06,-0.68,1
28369,0.24,0.58,-0.66,1
28370,0.25,-0.88,-0.72,1
28371,0.26,-2.01,-0.78,1
28372,0.24,0.0,-0.79,1
28373,0.18,0.56,-0.78,1
28374,0.15,-0.9,-0.75,1
28375,0.17,-1.92,-0.71,1
28376,0.13,0.15,-0.7,1
28377,0.04,0.67,-0.67,1
28378,-0.07,-0.89,-0.68,1
28379,-0.11,-1.91,-0.71,1
28380,-0.08,0.05,-0.7,1
28381,-0.08,0.54,-0.68,1
28382,-0.14,-1.14,-0.67,1
28383,-0.17,-2.05,-0.65,1
28384,-0.18,-0.27,-0.66,1
28385,-0.25,0.39,-0.66,1
28386,-0.32,-0.69,-0.67,1
28387,-0.37,-2.46,-0.66,1
28388,-0.35,-0.84,-0.65,1
28389,-0.34,0.52,-0.64,1
28390,-0.38,-0.12,-0.64,1
28391,-0.41,-2.2,-0.63,1
28392,-0.42,-0.61,-0.62,1
28393,-0.45,0.75,-0.62,1
28394,-0.45,-1.08,-0.66,1
28395,-0.47,-2.2,-0.67,1
28396,-0.48,-0.21,-0.68,1
28397,-0.48,0.75,-0.66,1
28398,-0.49,-1.08,-0.64,1
28399,-0.5,-2.04,-0.63,1
28400,-0.47,-0.01,-0.57,1
28401,-0.47,0.78,-0.53,1
28402,-0.47,-1.02,-0.54,1
28403,-0.46,-2.04,-0.59,1
28404,-0.5,0.09,-0.6,1
28405,-0.56,0.78,-0.58,1
28406,-0.61,-0.99,-0.56,1
28407,-0.55,-2.0,-0.53,1
28408,-0.53,0.08,-0.52,1
28409,-0.42,0.86,-0.52,1
28410,-0.43,-1.37,-0.54,1
28411,-0.43,-2.22,-0.55,1
28412,-0.48,-0.22,-0.55,1
28413,-0.51,0.38,-0.56,1
28414,-0.56,-1.12,-0.53,1
28415,-0.58,-1.89,-0.49,1
28416,-0.61,-0.04,-0.46,1
28417,-0.6,0.4,-0.42,1
28418,-0.58,-1.32,-0.36,1
28419,-0.6,-2.08,-0.34,1
28420,-0.63,-0.16,-0.34,1
28421,-0.62,0.69,-0.36,1
28422,-0.57,-0.94,-0.38,1
28423,-0.55,-2.18,-0.37,1
28424,-0.52,-0.36,-0.36,1
28425,-0.53,0.2,-0.34,1
28426,-0.54,-0.82,-0.34,1
28427,-0.52,-2.26,-0.34,1
28428,-1.17,-0.83,-0.04,0
28429,-0.88,-0.35,-0.15,0
28430,-0.96,0.22,-0.26,0
28431,-1.0,0.7,-0.23,0
28432,-1.0,0.67,-0.09,0
28433,-1.01,0.35,-0.32,0
28434,-0.8,0.3,-0.42,0
28435,-0.96,0.48,-0.38,0
28436,-0.99,0.88,-0.36,0
28437,-0.96,0.86,-0.21,0
28438,-1.21,0.53,-0.1,0
28439,-1.57,0.45,-0.02,0
28440,-1.84,0.44,-0.01,0
28441,-1.4,0.23,0.01,0
28442,-0.67,0.35,-0.04,0
28443,-0.27,0.53,-0.1,0
28444,0.04,0.66,-0.2,0
28445,0.23,0.47,-0.21,0
28446,0.45,0.14,-0.21,0
28447,0.66,0.32,-0.2,0
28448,0.91,0.3,-0.44,0
28449,1.12,0.28,-0.58,0
28450,1.28,0.31,-0.53,0
28451,1.17,0.3,-0.16,0
28452,0.83,0.08,0.05,0
28453,0.62,0.18,0.07,0
28454,0.62,0.09,-0.06,0
28455,0.71,-0.01,-0.21,0
28456,0.52,-0.1,-0.35,0
28457,0.34,0.01,-0.23,0
28458,-0.04,-0.23,-0.12,0
28459,-0.69,-0.52,-0.15,0
28460,-1.59,-0.77,-0.13,0
28461,-1.33,-1.04,-0.11,0
28462,-1.07,-1.89,-0.14,0
28463,-1.25,-0.75,-0.22,0
28464,-1.26,0.39,-0.42,0
28465,-1.37,-0.32,-0.53,0
28466,-1.19,-1.0,-0.43,0
28467,-1.04,-1.01,-0.32,0
28468,-0.79,-0.98,-0.22,0
28469,-0.51,-0.84,-0.13,0
28470,-0.49,-0.81,-0.11,0
28471,-0.8,-0.66,-0.14,0
28472,-1.41,-0.39,-0.11,0
28473,-1.75,-0.48,-0.11,0
28474,-1.62,-0.51,-0.24,0
28475,-1.87,-0.4,-0.3,0
28476,-1.44,-0.7,-0.26,0
28477,-0.7,-0.77,-0.21,0
28478,-0.2,-0.37,-0.3,0
28479,0.2,-0.06,-0.44,0
28480,0.68,0.02,-0.49,0
28481,0.99,0.28,-0.43,0
28482,1.14,0.11,-0.29,0
28483,1.17,0.64,-0.21,0
28484,0.91,0.39,-0.13,0
28485,0.78,0.49,-0.14,0
28486,0.56,0.35,-0.19,0
28487,0.62,0.01,-0.18,0
28488,0.76,-0.5,-0.15,0
28489,0.73,-0.13,-0.23,0
28490,0.57,-0.11,-0.25,0
28491,0.42,-0.5,-0.21,0
28492,0.14,-0.5,-0.18,0
28493,-0.31,-0.53,-0.3,0
28494,-0.44,-0.62,-0.4,0
28495,-0.52,-0.59,-0.41,0
28496,-0.47,-0.49,-0.35,0
28497,-0.4,-0.45,-0.24,0
28498,-0.48,-0.57,-0.17,0
28499,-0.46,-0.64,-0.13,0
28500,-0.22,-0.61,-0.13,0
28501,0.1,-0.43,-0.15,0
28502,0.28,-0.54,-0.11,0
28503,0.32,-0.58,-0.06,0
28504,0.44,-0.61,-0.15,0
28505,0.81,-0.59,-0.25,0
28506,1.16,-0.26,-0.27,0
28507,1.19,-0.21,-0.21,0
28508,1.14,-0.4,-0.27,0
28509,0.86,-0.7,-0.3,0
28510,0.4,-0.35,-0.31,0
28511,0.26,0.04,-0.29,0
28512,0.38,0.04,-0.23,0
28513,0.21,0.1,-0.17,0
28514,-0.11,0.21,-0.12,0
28515,-1.01,0.25,-0.11,0
28516,-1.71,0.17,-0.04,0
28517,-1.91,0.02,-0.01,0
28518,-1.13,-0.11,-0.03,0
28519,-0.57,-0.13,-0.17,0
28520,-0.43,-0.25,-0.23,0
28521,-0.75,-0.29,-0.2,0
28522,-1.39,0.01,-0.19,0
28523,-1.54,0.21,-0.24,0
28524,-1.53,-0.06,-0.3,0
28525,-1.88,-0.32,-0.29,0
28526,-1.33,-0.76,-0.27,0
28527,-0.78,-1.38,-0.16,0
28528,-0.37,-0.83,-0.11,0
28529,0.1,-0.58,-0.07,0
28530,0.64,-0.79,-0.08,0
28531,1.09,-0.81,-0.01,0
28532,1.2,-0.93,0.01,0
28533,1.11,-0.76,-0.03,0
28534,0.84,-0.56,-0.17,0
28535,0.51,-0.53,-0.26,0
28536,0.34,-0.51,-0.17,0
28537,0.28,-0.4,-0.15,0
28538,0.08,-0.38,-0.3,0
28539,-0.25,-0.47,-0.41,0
28540,-0.84,-0.32,-0.4,0
